Day,Hours,Category,Project,Sub Project,Timeline category
10/12/2025,0.5,Free Write,Mansfield,,9 none
10/19/2025,1.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/20/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/21/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/22/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/23/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/24/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/25/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/26/2025,1.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/27/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/28/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/29/2025,1.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/30/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
10/31/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/1/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/2/2025,0.75,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/3/2025,1.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/4/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/5/2025,1.75,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/6/2025,1.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/7/2025,1.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/8/2025,1.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/9/2025,2.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/10/2025,1.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/11/2025,1.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/12/2025,2,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/13/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/14/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/15/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/16/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/17/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/18/2025,2.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/19/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/20/2025,0.75,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/21/2025,1.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/22/2025,2,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/23/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/24/2025,3.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/25/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/26/2025,2.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/27/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/28/2025,3.75,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/29/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
11/30/2025,2.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/1/2025,1.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/2/2025,0.75,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/3/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/4/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/5/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/6/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/7/2025,2,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/8/2025,0.75,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/9/2025,0.5,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/10/2025,1.75,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/11/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/12/2025,0.25,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/13/2025,0.75,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/14/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/15/2025,1,2nd Draft,Katarin,Planning,0 Katarin 2nd
12/16/2025,0.5,2nd Draft,Katarin,,0 Katarin 2nd
12/17/2025,2,2nd Draft,Katarin,,0 Katarin 2nd
12/18/2025,1.25,2nd Draft,Katarin,,0 Katarin 2nd
12/19/2025,0.5,2nd Draft,Katarin,,0 Katarin 2nd
12/20/2025,0.5,2nd Draft,Katarin,,0 Katarin 2nd
12/21/2025,0.5,2nd Draft,Katarin,,0 Katarin 2nd
12/22/2025,0.5,2nd Draft,Katarin,,0 Katarin 2nd
12/23/2025,0.5,2nd Draft,Katarin,,0 Katarin 2nd
12/24/2025,0.25,2nd Draft,Katarin,,0 Katarin 2nd
12/25/2025,0.75,2nd Draft,Katarin,,0 Katarin 2nd
12/26/2025,0.5,2nd Draft,Katarin,,0 Katarin 2nd
12/27/2025,0.5,2nd Draft,Katarin,,0 Katarin 2nd
12/28/2025,0.75,2nd Draft,Katarin,,0 Katarin 2nd
12/29/2025,1.5,2nd Draft,Katarin,,0 Katarin 2nd
12/30/2025,1,2nd Draft,Katarin,,0 Katarin 2nd
12/31/2025,2.5,2nd Draft,Katarin,,0 Katarin 2nd
10/1/2024,1.5,1st Draft,Katarin,Outlining,1 Katarin 1st
10/2/2024,0.5,1st Draft,Katarin,Outlining,1 Katarin 1st
10/3/2024,0.5,1st Draft,Katarin,Outlining,1 Katarin 1st
10/5/2024,1.5,1st Draft,Katarin,,1 Katarin 1st
10/6/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
10/7/2024,0.5,1st Draft,Katarin,,1 Katarin 1st
10/11/2024,1,1st Draft,Katarin,,1 Katarin 1st
10/12/2024,0.5,1st Draft,Katarin,,1 Katarin 1st
10/31/2024,0.25,1st Draft,Katarin,,1 Katarin 1st
11/1/2024,1,1st Draft,Katarin,,1 Katarin 1st
11/2/2024,2.5,1st Draft,Katarin,,1 Katarin 1st
11/3/2024,1,1st Draft,Katarin,,1 Katarin 1st
11/4/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
11/5/2024,1,1st Draft,Katarin,,1 Katarin 1st
11/6/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
11/7/2024,0.25,1st Draft,Katarin,,1 Katarin 1st
11/8/2024,1,1st Draft,Katarin,,1 Katarin 1st
11/9/2024,1,1st Draft,Katarin,,1 Katarin 1st
11/10/2024,1.75,1st Draft,Katarin,,1 Katarin 1st
11/11/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
11/12/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
11/13/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
11/14/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
11/15/2024,1.25,1st Draft,Katarin,,1 Katarin 1st
11/16/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
11/17/2024,1.75,1st Draft,Katarin,,1 Katarin 1st
11/18/2024,0.5,1st Draft,Katarin,,1 Katarin 1st
11/19/2024,0.75,1st Draft,Katarin,,1 Katarin 1st
11/20/2024,0.5,1st Draft,Katarin,,1 Katarin 1st
11/21/2024,0.5,1st Draft,Katarin,,1 Katarin 1st
11/22/2024,0.25,1st Draft,Katarin,,1 Katarin 1st
11/23/2024,1.25,1st Draft,Katarin,,1 Katarin 1st
11/24/2024,2.75,1st Draft,Katarin,,1 Katarin 1st
7/2/2023,0.5,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/4/2023,0.25,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/12/2023,0.5,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/14/2023,1,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/15/2023,0.5,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/16/2023,1.25,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/17/2023,0.75,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/18/2023,0.5,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/19/2023,0.25,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/20/2023,0.25,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/21/2023,0.5,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/22/2023,0.25,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/23/2023,1,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/28/2023,1.25,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/29/2023,1.25,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
7/30/2023,1.25,Free Write,Wolf Girl,1st draft attempt,8 1st draft attempt
9/9/2023,1.75,Free Write,Wolf Girl,1st draft attempt,9 none
9/11/2023,0.25,Free Write,Wolf Girl,1st draft attempt,9 none
9/12/2023,0.5,Free Write,Wolf Girl,1st draft attempt,9 none
9/13/2023,0.5,Free Write,Wolf Girl,1st draft attempt,9 none
9/15/2023,0.5,Free Write,Wolf Girl,1st draft attempt,9 none
9/16/2023,0.5,Free Write,Wolf Girl,1st draft attempt,9 none
9/17/2023,0.25,Free Write,Wolf Girl,1st draft attempt,9 none
9/18/2023,0.25,Free Write,Wolf Girl,1st draft attempt,9 none
9/22/2023,0.5,Free Write,Wolf Girl,1st draft attempt,9 none
